matcher,ntypes,max_len,lambda,wall,cpu,inferences
match_list_ns,basic,16,5,2.761545181274414,2.75,29934143
match_list_ns,basic,16,5,2.8329079151153564,2.8125,29934143
match_list_ns,basic,16,5,2.8352041244506836,2.828125,29934143
match_list_ns,basic,16,5,2.862891912460327,2.796875,29934143
match_list_ns,basic,16,5,2.823383092880249,2.8125,29934143
match_list_ns,basic,18,5,6.240696907043457,6.15625,62701552
match_list_ns,basic,18,5,5.950705051422119,5.90625,62701552
match_list_ns,basic,18,5,6.071849822998047,6.046875,62701552
match_list_ns,basic,18,5,5.908285140991211,5.84375,62701552
match_list_ns,basic,18,5,5.978528022766113,5.984375,62701552
match_list_ns,basic,14,6,2.692841053009033,2.625,24411719
match_list_ns,basic,14,6,2.322417974472046,2.296875,24411719
match_list_ns,basic,14,6,2.541456937789917,2.5,24411719
match_list_ns,basic,14,6,2.8158750534057617,2.78125,24411719
match_list_ns,basic,14,6,2.3468270301818848,2.34375,24411719
match_list_ns,basic,16,6,4.063447952270508,4.03125,41982972
match_list_ns,basic,16,6,4.073214054107666,4.046875,41982972
match_list_ns,basic,16,6,3.962743043899536,3.953125,41982972
match_list_ns,basic,16,6,3.933422088623047,3.90625,41982972
match_list_ns,basic,16,6,4.0033650398254395,4.0,41982972
match_list_ns,basic,18,6,6.518779039382935,6.484375,68413355
match_list_ns,basic,18,6,6.759203910827637,6.75,68413355
match_list_ns,basic,18,6,6.599786996841431,6.5625,68413355
match_list_ns,basic,18,6,7.080013036727905,7.03125,68413355
match_list_ns,basic,18,6,6.651669025421143,6.609375,68413355
match_list_ns,basic,16,7,5.520535945892334,5.484375,56020140
match_list_ns,basic,16,7,5.766742944717407,5.71875,56020140
match_list_ns,basic,16,7,5.48088812828064,5.453125,56020140
match_list_ns,basic,16,7,5.4848949909210205,5.453125,56020140
match_list_ns,basic,16,7,5.525082111358643,5.515625,56020140
match_list_ns,basic,18,7,9.564624071121216,9.484375,95151461
match_list_ns,basic,18,7,9.420535802841187,9.328125,95151461
match_list_ns,basic,18,7,9.231727123260498,9.21875,95151461
match_list_ns,basic,18,7,9.278769969940186,9.234375,95151461
match_list_ns,basic,18,7,9.264266967773438,9.25,95151461
match_list_ns,basic,18,8,12.315577983856201,12.28125,125430793
match_list_ns,basic,18,8,12.280128955841064,12.265625,125430793
match_list_ns,basic,18,8,12.402337074279785,12.34375,125430793
match_list_ns,basic,18,8,12.468188047409058,12.453125,125430793
match_list_ns,basic,18,8,13.195893049240112,13.125000000000114,125430793
match_list_nsc,basic,3,1,0.025691986083984375,0.015625,132662
match_list_nsc,basic,3,1,0.02792501449584961,0.03125,132546
match_list_nsc,basic,3,1,0.020978927612304688,0.03125,132546
match_list_nsc,basic,3,1,0.02590799331665039,0.015625,132546
match_list_nsc,basic,3,1,0.021939992904663086,0.03125,132546
match_list_nsc,basic,4,1,0.17577409744262695,0.140625,869285
match_list_nsc,basic,4,1,0.12421989440917969,0.125,869285
match_list_nsc,basic,4,1,0.11678409576416016,0.09375,869285
match_list_nsc,basic,4,1,0.12011003494262695,0.125,869285
match_list_nsc,basic,4,1,0.12291717529296875,0.109375,869285
match_list_nsc,basic,5,1,0.9423248767852783,0.9375,8944328
match_list_nsc,basic,5,1,0.9173109531402588,0.921875,8944328
match_list_nsc,basic,5,1,0.934999942779541,0.921875,8944328
match_list_nsc,basic,5,1,0.983267068862915,0.9375,8944328
match_list_nsc,basic,5,1,0.9453370571136475,0.9375,8944328
match_list_nsc,basic,6,1,9.254867792129517,9.25,89675428
